risk_region,exercise_id,exercise_name,muscle_group,inferred_pattern,risk_reason,suggested_contraindications,suggested_pain_limitation_tags,suggested_regressions,suggested_equivalent_substitutes,suggested_progressions,suggested_equipment,priority,reviewer_status,reviewer_notes
"lombar","5f12d59c-e9e4-4b5d-8014-587b8c9c286b","Along. Posterior Unilateral Solo","alongamento","isolado_acessorio","Relevante a lombar (isolado_acessorio)","","low_back_pain","Perdigueiro Alternado; Prancha Frontal; Extensão de Quadril Banco Romano","RDL Halteres; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra; dor <= 3","bodyweight","P3","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"lombar","c916c624-2e7c-40b2-8195-4e5f8a4f2c3c","Bom dia","posterior de coxa","quadril_dominante","Relevante a lombar (quadril_dominante)","acute_low_back_pain; loaded_spinal_flexion; high_axial_load","low_back_pain; loaded_spinal_flexion; butt_wink; trunk_lean; axial_load","Perdigueiro Alternado; Prancha Frontal; Extensão de Quadril Banco Romano","RDL Halteres; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra; dor <= 3","","P1","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"lombar","9c34a520-62bb-4385-b4f4-384ebce408b8","Bom Dia Máquina","posterior de coxa","quadril_dominante","Relevante a lombar (quadril_dominante)","acute_low_back_pain; loaded_spinal_flexion; high_axial_load","low_back_pain; loaded_spinal_flexion; butt_wink; trunk_lean; axial_load","Perdigueiro Alternado; Prancha Frontal; Extensão de Quadril Banco Romano","RDL Halteres; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra; dor <= 3","machine","P1","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"lombar","99a351d1-7fc4-441c-b95c-691e795f26d1","Bom dia Smith","posterior de coxa","quadril_dominante","Relevante a lombar (quadril_dominante)","acute_low_back_pain; loaded_spinal_flexion; high_axial_load","low_back_pain; loaded_spinal_flexion; butt_wink; trunk_lean; axial_load","Perdigueiro Alternado; Prancha Frontal; Extensão de Quadril Banco Romano","RDL Halteres; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra; dor <= 3","machine","P1","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"lombar","961f2121-1053-4f1f-9376-86f21cb9e68b","Cadeira Flexora","posterior de coxa","quadril_dominante","Relevante a lombar (quadril_dominante)","","low_back_pain","Perdigueiro Alternado; Prancha Frontal; Extensão de Quadril Banco Romano","RDL Halteres; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra; dor <= 3","machine","P3","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"lombar","ae13d351-7019-4b7d-b0e6-cea4b8fea50d","Cadeira Flexora com Flexão de Quadril","posterior de coxa","quadril_dominante","Relevante a lombar (quadril_dominante)","","low_back_pain","Perdigueiro Alternado; Prancha Frontal; Extensão de Quadril Banco Romano","RDL Halteres; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra; dor <= 3","machine","P3","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"lombar","4a8b14bf-d7a8-422d-932a-63a3af07e453","Cadeira Flexora com Flexão de Quadril Unilateral","posterior de coxa","quadril_dominante","Relevante a lombar (quadril_dominante)","","low_back_pain","Perdigueiro Alternado; Prancha Frontal; Extensão de Quadril Banco Romano","RDL Halteres; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra; dor <= 3","machine","P3","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"lombar","6c0996c0-b774-47c0-99e4-f6c3bff1a9c8","Cadeira Flexora Unilateral","posterior de coxa","quadril_dominante","Relevante a lombar (quadril_dominante)","","low_back_pain","Perdigueiro Alternado; Prancha Frontal; Extensão de Quadril Banco Romano","RDL Halteres; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra; dor <= 3","machine","P3","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"lombar","1a213f58-784c-4218-83fc-6e11a5666275","Flexora na Bola","posterior de coxa","quadril_dominante","Relevante a lombar (quadril_dominante)","","low_back_pain","Perdigueiro Alternado; Prancha Frontal; Extensão de Quadril Banco Romano","RDL Halteres; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra; dor <= 3","","P3","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"lombar","5348bcf1-9421-493c-a7d9-74b5d89b828e","Flexora Unilateral com Caneleira","posterior de coxa","quadril_dominante","Relevante a lombar (quadril_dominante)","","low_back_pain","Perdigueiro Alternado; Prancha Frontal; Extensão de Quadril Banco Romano","RDL Halteres; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra; dor <= 3","bodyweight","P3","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"lombar","53548f57-bd76-48e6-8562-6b6333fab861","Flexora Unilateral em Pé","posterior de coxa","quadril_dominante","Relevante a lombar (quadril_dominante)","","low_back_pain","Perdigueiro Alternado; Prancha Frontal; Extensão de Quadril Banco Romano","RDL Halteres; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra; dor <= 3","","P3","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"lombar","927f5612-8822-4dd9-a980-59300c897fab","Flexora Unilateral na Bola","posterior de coxa","quadril_dominante","Relevante a lombar (quadril_dominante)","","low_back_pain","Perdigueiro Alternado; Prancha Frontal; Extensão de Quadril Banco Romano","RDL Halteres; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra; dor <= 3","","P3","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"lombar","2345fdf0-2bb7-49c0-839d-1d1bfd3024f8","Levantamento Terra","posterior de coxa","quadril_dominante","Relevante a lombar (quadril_dominante)","acute_low_back_pain; loaded_spinal_flexion; high_axial_load","low_back_pain; loaded_spinal_flexion; butt_wink; trunk_lean; axial_load","Perdigueiro Alternado; Prancha Frontal; Extensão de Quadril Banco Romano","RDL Halteres; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra; dor <= 3","","P1","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"lombar","45912e02-399e-4442-8b13-365e834fab4b","Levantamento Terra Sumô","posterior de coxa","quadril_dominante","Relevante a lombar (quadril_dominante)","acute_low_back_pain; loaded_spinal_flexion; high_axial_load","low_back_pain; loaded_spinal_flexion; butt_wink; trunk_lean; axial_load","Perdigueiro Alternado; Prancha Frontal; Extensão de Quadril Banco Romano","RDL Halteres; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra; dor <= 3","","P1","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"lombar","cb160be6-90a5-4365-b77c-0ae473917009","Levantamento Terra Sumô Belt Squat","posterior de coxa","quadril_dominante","Relevante a lombar (quadril_dominante)","acute_low_back_pain; loaded_spinal_flexion; high_axial_load","low_back_pain; loaded_spinal_flexion; butt_wink; trunk_lean; axial_load","Perdigueiro Alternado; Prancha Frontal; Extensão de Quadril Banco Romano","RDL Halteres; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra; dor <= 3","barbell","P1","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"lombar","dc0ad1e1-6d1b-4cec-8e29-1c9ce486097f","Levantamento Terra Sumô com Halter","posterior de coxa","quadril_dominante","Relevante a lombar (quadril_dominante)","acute_low_back_pain; loaded_spinal_flexion; high_axial_load","low_back_pain; loaded_spinal_flexion; butt_wink; trunk_lean; axial_load","Perdigueiro Alternado; Prancha Frontal; Extensão de Quadril Banco Romano","RDL Halteres; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra; dor <= 3","dumbbells","P1","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"lombar","fa532cec-fd1b-440e-b42e-6d2c0f6ae3fb","Levantamento Terra Sumô Landmine","posterior de coxa","quadril_dominante","Relevante a lombar (quadril_dominante)","acute_low_back_pain; loaded_spinal_flexion; high_axial_load","low_back_pain; loaded_spinal_flexion; butt_wink; trunk_lean; axial_load","Perdigueiro Alternado; Prancha Frontal; Extensão de Quadril Banco Romano","RDL Halteres; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra; dor <= 3","barbell","P1","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"lombar","9a07c179-37e8-4d8f-9ae9-0f399b1624b2","Mesa Flexora","posterior de coxa","quadril_dominante","Relevante a lombar (quadril_dominante)","","low_back_pain","Perdigueiro Alternado; Prancha Frontal; Extensão de Quadril Banco Romano","RDL Halteres; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra; dor <= 3","","P3","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"lombar","4722c027-4a82-4113-b7da-6e3ed5ae3bda","Mesa Flexora Unilateral","posterior de coxa","quadril_dominante","Relevante a lombar (quadril_dominante)","","low_back_pain","Perdigueiro Alternado; Prancha Frontal; Extensão de Quadril Banco Romano","RDL Halteres; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra; dor <= 3","","P3","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"lombar","ed98f29a-71c5-4708-90ef-6b8485707028","Mobilidade Hiperextensão Lombar","mobilidade","isolado_acessorio","Relevante a lombar (isolado_acessorio)","","low_back_pain","Perdigueiro Alternado; Prancha Frontal; Extensão de Quadril Banco Romano","RDL Halteres; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra; dor <= 3","bodyweight","P3","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"lombar","49fbaae9-ff6f-468a-ad2b-c6c7ee357bfe","Nórdico","posterior de coxa","quadril_dominante","Relevante a lombar (quadril_dominante)","","low_back_pain; trunk_lean","Perdigueiro Alternado; Prancha Frontal; Extensão de Quadril Banco Romano","RDL Halteres; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra; dor <= 3","bodyweight","P2","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"lombar","caee0c7f-7b3a-481b-84a0-77d930e8a1a5","Nórdico com Elástico","posterior de coxa","quadril_dominante","Relevante a lombar (quadril_dominante)","","low_back_pain; trunk_lean","Perdigueiro Alternado; Prancha Frontal; Extensão de Quadril Banco Romano","RDL Halteres; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra; dor <= 3","band","P2","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"lombar","ffbf282d-91d7-44fb-b4fe-7775256eca1f","Rack Pulls","posterior de coxa","quadril_dominante","Relevante a lombar (quadril_dominante)","acute_low_back_pain; loaded_spinal_flexion; high_axial_load","low_back_pain; loaded_spinal_flexion; butt_wink; trunk_lean; axial_load","Perdigueiro Alternado; Prancha Frontal; Extensão de Quadril Banco Romano","RDL Halteres; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra; dor <= 3","","P1","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"lombar","4fa767dc-338d-48f0-accc-9088900c2738","Rack Pulls Smith","posterior de coxa","quadril_dominante","Relevante a lombar (quadril_dominante)","acute_low_back_pain; loaded_spinal_flexion; high_axial_load","low_back_pain; loaded_spinal_flexion; butt_wink; trunk_lean; axial_load","Perdigueiro Alternado; Prancha Frontal; Extensão de Quadril Banco Romano","RDL Halteres; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra; dor <= 3","machine","P1","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"lombar","3da3626b-01f8-4fcd-bc73-281255db1d62","RDL B-Stance Barra","posterior de coxa","quadril_dominante","Relevante a lombar (quadril_dominante)","acute_low_back_pain; loaded_spinal_flexion; high_axial_load","low_back_pain; loaded_spinal_flexion; butt_wink; trunk_lean; axial_load","Perdigueiro Alternado; Prancha Frontal; Extensão de Quadril Banco Romano","RDL Halteres; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra; dor <= 3","barbell","P1","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"lombar","506123c3-3d0d-4d4e-91a4-2e2363dd9280","RDL Barra","posterior de coxa","quadril_dominante","Relevante a lombar (quadril_dominante)","acute_low_back_pain; loaded_spinal_flexion; high_axial_load","low_back_pain; loaded_spinal_flexion; butt_wink; trunk_lean; axial_load","Perdigueiro Alternado; Prancha Frontal; Extensão de Quadril Banco Romano","RDL Halteres; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra; dor <= 3","barbell","P1","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"lombar","edaabff8-cd69-4e3c-8658-6a300fd46872","RDL Belt Squat","posterior de coxa","quadril_dominante","Relevante a lombar (quadril_dominante)","acute_low_back_pain; loaded_spinal_flexion; high_axial_load","low_back_pain; loaded_spinal_flexion; butt_wink; trunk_lean; axial_load","Perdigueiro Alternado; Prancha Frontal; Extensão de Quadril Banco Romano","RDL Halteres; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra; dor <= 3","barbell","P1","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"lombar","1e9ca66e-a79c-4885-87f0-049742a63266","RDL Halteres","posterior de coxa","quadril_dominante","Relevante a lombar (quadril_dominante)","acute_low_back_pain; loaded_spinal_flexion; high_axial_load","low_back_pain; loaded_spinal_flexion; butt_wink; trunk_lean; axial_load","Perdigueiro Alternado; Prancha Frontal; Extensão de Quadril Banco Romano","RDL Halteres; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra; dor <= 3","dumbbells","P1","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"lombar","8327a63b-80c4-421a-97d4-7de1a4b667c5","RDL Polia","posterior de coxa","quadril_dominante","Relevante a lombar (quadril_dominante)","acute_low_back_pain; loaded_spinal_flexion; high_axial_load","low_back_pain; loaded_spinal_flexion; butt_wink; trunk_lean; axial_load","Perdigueiro Alternado; Prancha Frontal; Extensão de Quadril Banco Romano","RDL Halteres; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra; dor <= 3","cable","P1","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"lombar","5f51a4d4-44ee-45e1-89ac-ef44712b0c1e","RDL Unilateral","posterior de coxa","quadril_dominante","Relevante a lombar (quadril_dominante)","acute_low_back_pain; loaded_spinal_flexion; high_axial_load","low_back_pain; loaded_spinal_flexion; butt_wink; trunk_lean; axial_load","Perdigueiro Alternado; Prancha Frontal; Extensão de Quadril Banco Romano","RDL Halteres; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra; dor <= 3","","P1","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"lombar","ad2c7265-abc6-44f1-9fb6-d1dd2db714bf","RDL Unilateral com Miniband","posterior de coxa","quadril_dominante","Relevante a lombar (quadril_dominante)","acute_low_back_pain; loaded_spinal_flexion; high_axial_load","low_back_pain; loaded_spinal_flexion; butt_wink; trunk_lean; axial_load","Perdigueiro Alternado; Prancha Frontal; Extensão de Quadril Banco Romano","RDL Halteres; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra; dor <= 3","band","P1","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"lombar","da6ed290-59ef-49c0-a831-51ee224233bf","Stiff Abduzido Barra","posterior de coxa","quadril_dominante","Relevante a lombar (quadril_dominante)","acute_low_back_pain; loaded_spinal_flexion; high_axial_load","low_back_pain; loaded_spinal_flexion; butt_wink; trunk_lean; axial_load","Perdigueiro Alternado; Prancha Frontal; Extensão de Quadril Banco Romano","RDL Halteres; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra; dor <= 3","barbell","P1","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"lombar","03913dfa-9d5c-44b5-9e92-325a1697cc19","Stiff Abduzido Halteres","posterior de coxa","quadril_dominante","Relevante a lombar (quadril_dominante)","acute_low_back_pain; loaded_spinal_flexion; high_axial_load","low_back_pain; loaded_spinal_flexion; butt_wink; trunk_lean; axial_load","Perdigueiro Alternado; Prancha Frontal; Extensão de Quadril Banco Romano","RDL Halteres; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra; dor <= 3","dumbbells","P1","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"lombar","af71347e-48d2-40df-83b4-d77c4dd21ea7","Stiff B-Stance Barra","posterior de coxa","quadril_dominante","Relevante a lombar (quadril_dominante)","acute_low_back_pain; loaded_spinal_flexion; high_axial_load","low_back_pain; loaded_spinal_flexion; butt_wink; trunk_lean; axial_load","Perdigueiro Alternado; Prancha Frontal; Extensão de Quadril Banco Romano","RDL Halteres; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra; dor <= 3","barbell","P1","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"lombar","2aba59cb-6e22-4e64-9b76-f931d0b7d069","Stiff B-Stance Halteres","posterior de coxa","quadril_dominante","Relevante a lombar (quadril_dominante)","acute_low_back_pain; loaded_spinal_flexion; high_axial_load","low_back_pain; loaded_spinal_flexion; butt_wink; trunk_lean; axial_load","Perdigueiro Alternado; Prancha Frontal; Extensão de Quadril Banco Romano","RDL Halteres; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra; dor <= 3","dumbbells","P1","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"lombar","e07a88c2-da55-42e7-935a-1b53261381c6","Stiff Barra","posterior de coxa","quadril_dominante","Relevante a lombar (quadril_dominante)","acute_low_back_pain; loaded_spinal_flexion; high_axial_load","low_back_pain; loaded_spinal_flexion; butt_wink; trunk_lean; axial_load","Perdigueiro Alternado; Prancha Frontal; Extensão de Quadril Banco Romano","RDL Halteres; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra; dor <= 3","barbell","P1","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"lombar","1aebf554-0bd2-42d6-a749-4070c77e128d","Stiff Belt Squat","posterior de coxa","quadril_dominante","Relevante a lombar (quadril_dominante)","acute_low_back_pain; loaded_spinal_flexion; high_axial_load","low_back_pain; loaded_spinal_flexion; butt_wink; trunk_lean; axial_load","Perdigueiro Alternado; Prancha Frontal; Extensão de Quadril Banco Romano","RDL Halteres; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra; dor <= 3","barbell","P1","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"lombar","dc207ca2-b186-4220-b154-63c08c53ea66","Stiff Halteres","posterior de coxa","quadril_dominante","Relevante a lombar (quadril_dominante)","acute_low_back_pain; loaded_spinal_flexion; high_axial_load","low_back_pain; loaded_spinal_flexion; butt_wink; trunk_lean; axial_load","Perdigueiro Alternado; Prancha Frontal; Extensão de Quadril Banco Romano","RDL Halteres; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra; dor <= 3","dumbbells","P1","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"lombar","26ac45b4-4a3c-49f4-a68e-20e87a00252a","Stiff Invertido Belt Squat","posterior de coxa","quadril_dominante","Relevante a lombar (quadril_dominante)","acute_low_back_pain; loaded_spinal_flexion; high_axial_load","low_back_pain; loaded_spinal_flexion; butt_wink; trunk_lean; axial_load","Perdigueiro Alternado; Prancha Frontal; Extensão de Quadril Banco Romano","RDL Halteres; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra; dor <= 3","barbell","P1","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"lombar","e72c6531-5b99-4757-9a7d-efaa5d4bfdbf","Stiff Polia","posterior de coxa","quadril_dominante","Relevante a lombar (quadril_dominante)","acute_low_back_pain; loaded_spinal_flexion; high_axial_load","low_back_pain; loaded_spinal_flexion; butt_wink; trunk_lean; axial_load","Perdigueiro Alternado; Prancha Frontal; Extensão de Quadril Banco Romano","RDL Halteres; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra; dor <= 3","cable","P1","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"lombar","fc025e5f-41e3-41df-8dc7-0d2507f26f17","Stiff Smith","posterior de coxa","quadril_dominante","Relevante a lombar (quadril_dominante)","acute_low_back_pain; loaded_spinal_flexion; high_axial_load","low_back_pain; loaded_spinal_flexion; butt_wink; trunk_lean; axial_load","Perdigueiro Alternado; Prancha Frontal; Extensão de Quadril Banco Romano","RDL Halteres; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra; dor <= 3","machine","P1","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"lombar","40f6085e-6038-403a-9419-bc67731defea","Stiff Unilateral (Aviãozinho)","posterior de coxa","quadril_dominante","Relevante a lombar (quadril_dominante)","acute_low_back_pain; loaded_spinal_flexion; high_axial_load","low_back_pain; loaded_spinal_flexion; butt_wink; trunk_lean; axial_load","Perdigueiro Alternado; Prancha Frontal; Extensão de Quadril Banco Romano","RDL Halteres; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra; dor <= 3","","P1","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"lombar","18248fd8-94bb-46c6-a567-de54ce6103d7","Stiff Unilateral com Apoio","posterior de coxa","quadril_dominante","Relevante a lombar (quadril_dominante)","acute_low_back_pain; loaded_spinal_flexion; high_axial_load","low_back_pain; loaded_spinal_flexion; butt_wink; trunk_lean; axial_load","Perdigueiro Alternado; Prancha Frontal; Extensão de Quadril Banco Romano","RDL Halteres; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra; dor <= 3","","P1","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"lombar","a3960993-b603-403e-acc2-df84a2aceb6b","Superman","lombar","core","Relevante a lombar (core)","","low_back_pain","Perdigueiro Alternado; Prancha Frontal; Extensão de Quadril Banco Romano","RDL Halteres; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra; dor <= 3","bodyweight","P3","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"lombar","80653a6c-1c38-4e90-9805-d9c9e75eef83","Superman W e Y","lombar","core","Relevante a lombar (core)","","low_back_pain","Perdigueiro Alternado; Prancha Frontal; Extensão de Quadril Banco Romano","RDL Halteres; Elevação Pélvica Máquina; Mesa Flexora","Progredir reps antes de carga; manter coluna neutra; dor <= 3","bodyweight","P3","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"ombro","b1683ec5-c903-4406-a33d-0a03606ac7f5","Agachamento com Desenvolvimento Halteres","quadríceps","empurrar_vertical","Relevante a ombro (empurrar_vertical)","acute_shoulder_pain; painful_overhead_press; shoulder_impingement; overhead_limitation","shoulder_pain; shoulder_impingement; overhead_limitation; painful_pressing_rom","Elevação Lateral Halteres; Face Pull Corda; Manguito Externo","Desenvolvimento Máquina; Desenvolvimento Neutro Máquina; Desenvolvimento Unilateral Landmine","Progredir reps antes de carga; ROM indolor; controle escapular","dumbbells","P1","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"ombro","86749ad4-f622-4978-9c84-9ed335b13cff","Biset Cross Over + Supino Banco 90","peitoral","empurrar_horizontal","Relevante a ombro (empurrar_horizontal)","","shoulder_pain; scapular_control","Elevação Lateral Halteres; Face Pull Corda; Manguito Externo","Supino Reto Máquina; Supino Inclinado Máquina; Voador","Progredir reps antes de carga; ROM indolor; controle escapular","cable","P2","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"ombro","826d88a4-7f2f-45bd-927f-5e5cc5910626","Biset Cross Over + Supino Inclinado Banco 45","peitoral","empurrar_horizontal","Relevante a ombro (empurrar_horizontal)","","shoulder_pain; scapular_control","Elevação Lateral Halteres; Face Pull Corda; Manguito Externo","Supino Reto Máquina; Supino Inclinado Máquina; Voador","Progredir reps antes de carga; ROM indolor; controle escapular","cable","P2","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"ombro","63374ce3-a255-4e87-9c76-2e23cd15a4ec","Biset Cross Over + Supino Inclinado Neutro Banco 45","peitoral","empurrar_horizontal","Relevante a ombro (empurrar_horizontal)","","shoulder_pain; scapular_control","Elevação Lateral Halteres; Face Pull Corda; Manguito Externo","Supino Reto Máquina; Supino Inclinado Máquina; Voador","Progredir reps antes de carga; ROM indolor; controle escapular","cable","P2","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"ombro","90c13080-6ab3-4b9c-982f-984c50e224bc","Biset Crucifixo Inclinado + Supino Inclinado Halteres","peitoral","empurrar_horizontal","Relevante a ombro (empurrar_horizontal)","","shoulder_pain; scapular_control","Elevação Lateral Halteres; Face Pull Corda; Manguito Externo","Supino Reto Máquina; Supino Inclinado Máquina; Voador","Progredir reps antes de carga; ROM indolor; controle escapular","dumbbells","P2","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"ombro","759f84c5-4c58-4f67-a789-ec64fcc960e7","Biset Elevação Lateral Sentado 90 + Inclinada","ombro","isolado_acessorio","Relevante a ombro (isolado_acessorio)","","shoulder_pain","Elevação Lateral Halteres; Face Pull Corda; Manguito Externo","Elevação Lateral Halteres; Face Pull Corda; Manguito Externo","Progredir reps antes de carga; ROM indolor; controle escapular","","P3","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"ombro","f6b33aae-c260-4759-b01c-ce85a045b9ab","Biset Tríceps Testa + Supino Fechado Barra","tríceps","empurrar_horizontal","Relevante a ombro (empurrar_horizontal)","","shoulder_pain; scapular_control","Elevação Lateral Halteres; Face Pull Corda; Manguito Externo","Supino Reto Máquina; Supino Inclinado Máquina; Voador","Progredir reps antes de carga; ROM indolor; controle escapular","barbell","P2","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"ombro","64ea4d35-daa5-4d8a-916f-cdd3784d29e2","Biset Tríceps Testa + Supino Fechado Halteres","tríceps","empurrar_horizontal","Relevante a ombro (empurrar_horizontal)","","shoulder_pain; scapular_control","Elevação Lateral Halteres; Face Pull Corda; Manguito Externo","Supino Reto Máquina; Supino Inclinado Máquina; Voador","Progredir reps antes de carga; ROM indolor; controle escapular","dumbbells","P2","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
"ombro","aa78feb2-704f-451a-9c40-f5ef29d2568d","Cross Over Inclinado Banco 45","peitoral","empurrar_horizontal","Relevante a ombro (empurrar_horizontal)","","shoulder_pain; scapular_control","Elevação Lateral Halteres; Face Pull Corda; Manguito Externo","Supino Reto Máquina; Supino Inclinado Máquina; Voador","Progredir reps antes de carga; ROM indolor; controle escapular","cable","P2","needs_review","Sugestao automatica (ORDEM 026) - validar com professor/curador"
